sport_type,knee_flexion,hip_angle,elbow_angle,shoulder_rotation,trunk_lean,knee_valgus_angle,symmetry,flag_knee_hyperext,flag_knee_valgus,flag_trunk_lean,flag_low_symmetry,risk_level,risk_label
CYCLING,141.84,155.14,118.54,64.35,25.56,179.61,87.9,0,0,0,0,0,low
BOXING,127.16,134.96,142.0,115.17,30.72,165.64,70.89,0,0,1,1,1,moderate
WRESTLING,64.66,84.21,69.43,164.74,61.4,151.13,57.05,1,1,1,1,2,high
CYCLING,80.97,111.16,54.65,87.98,55.57,143.32,50.68,1,1,1,1,3,critical
SOCCER,113.04,142.61,134.63,80.03,22.49,166.88,78.92,0,0,0,1,1,moderate
BASKETBALL,115.04,152.28,122.29,95.39,9.96,172.1,82.05,0,0,0,0,0,low
SOCCER,95.64,124.22,109.78,130.54,31.65,159.08,61.0,1,1,1,1,2,high
SWIMMING,132.15,145.93,93.05,159.64,15.89,163.14,82.8,0,1,0,0,1,moderate
RUGBY,74.29,79.34,41.27,167.73,69.46,134.74,48.39,1,1,1,1,3,critical
BOXING,153.49,152.67,149.63,106.71,18.1,172.49,86.41,0,0,0,0,0,low
CRICKET,110.81,131.81,100.14,163.02,30.07,159.25,66.18,0,1,1,1,1,moderate
CRICKET,75.5,103.9,81.38,175.03,51.59,155.09,54.25,0,1,1,1,2,high
BASEBALL,89.75,96.45,35.64,180.9,71.96,142.51,30.21,1,1,1,1,3,critical
GYMNASTICS,88.44,97.85,137.69,173.98,49.27,154.07,77.18,0,1,1,1,1,moderate
BASKETBALL,136.2,148.51,119.29,51.1,7.9,171.24,87.01,0,0,0,0,0,low
RUGBY,122.02,161.78,106.31,105.28,33.23,168.2,95.75,0,0,1,0,0,low
RUGBY,115.87,129.04,90.38,133.68,32.83,160.24,70.42,0,1,1,1,1,moderate
RUGBY,143.36,154.32,114.71,94.96,20.19,167.41,93.1,0,0,0,0,0,low
TRACK,125.05,146.03,69.11,83.16,21.02,168.81,79.12,0,0,0,1,1,moderate
OTHER,131.32,159.61,131.09,104.74,16.4,172.7,86.76,0,0,0,0,0,low
CYCLING,109.22,124.86,88.28,98.55,40.05,162.96,72.83,0,1,1,1,2,high
HOCKEY,95.7,113.82,79.28,136.23,47.53,158.24,57.27,1,1,1,1,2,high
BASKETBALL,135.47,154.2,126.8,82.11,11.8,174.13,100.0,0,0,0,0,0,low
BASKETBALL,123.24,144.51,118.9,88.95,14.19,174.85,91.76,0,0,0,0,0,low
OTHER,121.71,132.72,90.36,113.93,16.86,164.11,78.15,0,1,0,1,1,moderate
HOCKEY,93.74,95.81,84.1,128.65,54.69,161.63,54.49,1,1,1,1,2,high
RUGBY,89.35,92.47,46.34,127.79,58.28,145.33,50.85,0,1,1,1,3,critical
AMERICAN_FOOTBALL,133.69,158.35,126.36,97.36,26.29,173.36,90.92,0,0,0,0,0,low
HOCKEY,76.48,107.81,73.95,106.6,49.41,164.79,70.76,1,1,1,1,2,high
BASEBALL,81.26,96.24,44.74,183.89,44.79,153.27,40.74,1,1,1,1,3,critical
CRICKET,60.48,84.82,47.08,184.41,65.83,141.16,29.0,1,1,1,1,3,critical
SOCCER,73.16,114.83,102.05,131.33,48.2,144.43,52.1,1,1,1,1,3,critical
SWIMMING,87.45,106.35,50.39,180.65,30.23,140.73,51.87,1,1,1,1,3,critical
BADMINTON,122.23,132.51,112.38,171.47,20.23,158.77,78.85,0,1,0,1,1,moderate
WRESTLING,78.58,121.27,103.33,119.82,30.1,163.68,70.9,0,1,1,1,1,moderate
AMERICAN_FOOTBALL,131.31,127.57,123.32,108.39,23.43,165.56,92.68,0,0,0,0,0,low
RUGBY,138.33,145.04,110.38,91.6,24.66,173.37,85.77,0,0,0,0,0,low
BOXING,148.85,157.38,152.27,98.69,12.82,167.54,93.82,0,0,0,0,0,low
TRACK,129.04,145.51,78.36,86.77,11.59,169.85,86.9,0,0,0,0,1,moderate
GYMNASTICS,50.92,75.14,112.21,184.07,60.6,147.83,58.93,1,1,1,1,2,high
GYMNASTICS,71.7,84.97,88.92,177.25,48.17,148.55,70.77,1,1,1,1,2,high
VOLLEYBALL,69.36,94.35,54.31,185.0,51.98,142.8,42.96,1,1,1,1,3,critical
SWIMMING,119.14,123.81,80.37,166.27,27.26,153.82,73.39,0,1,1,1,2,high
BADMINTON,89.16,117.4,65.33,168.84,33.98,158.95,56.59,0,1,1,1,2,high
WRESTLING,122.79,119.43,113.33,91.14,25.31,171.23,80.29,0,0,0,0,0,low
VOLLEYBALL,66.78,103.9,77.55,185.0,47.4,139.22,37.72,1,1,1,1,3,critical
SWIMMING,84.38,105.22,46.4,185.0,41.28,147.68,56.46,1,1,1,1,3,critical
AMERICAN_FOOTBALL,121.85,141.09,127.17,97.38,28.25,158.8,91.84,0,1,0,0,0,low
AMERICAN_FOOTBALL,103.55,136.65,77.05,119.69,25.39,163.88,68.96,0,1,1,1,1,moderate
SOCCER,131.89,168.87,150.45,70.89,9.63,177.24,85.47,0,0,0,0,0,low
BASEBALL,104.4,122.35,60.17,183.8,53.48,159.61,63.58,0,1,1,1,2,high
BASKETBALL,111.43,113.0,95.5,117.64,20.05,163.6,74.79,0,1,0,1,1,moderate
CRICKET,118.38,143.22,124.79,151.28,19.12,169.98,85.12,0,0,0,0,0,low
TRACK,98.81,133.22,56.2,102.07,19.17,157.26,72.37,0,1,0,1,2,high
WRESTLING,59.92,93.5,69.93,144.62,68.45,150.57,54.31,0,1,1,1,2,high
GYMNASTICS,80.31,80.3,146.11,174.47,40.94,160.33,71.28,0,1,1,1,1,moderate
GYMNASTICS,40.32,88.52,105.56,183.28,58.39,160.22,63.52,1,1,1,1,2,high
AMERICAN_FOOTBALL,102.19,120.53,107.56,102.94,31.04,159.55,79.2,0,1,1,1,1,moderate
SWIMMING,129.97,125.93,66.48,171.72,28.52,160.95,74.43,1,1,0,1,2,high
TENNIS,66.79,97.58,59.4,183.89,48.31,144.29,44.42,1,1,1,1,3,critical
OTHER,91.65,93.54,57.47,133.16,39.64,157.89,37.91,0,1,1,1,3,critical
TRACK,87.91,114.14,34.77,124.71,36.27,152.38,54.27,1,1,1,1,3,critical
SOCCER,131.95,150.75,127.12,81.31,13.2,165.78,83.33,0,0,1,0,1,moderate
HOCKEY,124.59,144.83,130.58,67.63,15.02,170.76,97.25,0,0,0,0,0,low
SWIMMING,143.56,160.49,110.98,153.42,10.27,169.41,90.62,0,0,0,0,0,low
OTHER,140.22,154.72,134.21,89.64,12.23,170.02,96.72,0,0,0,0,0,low
AMERICAN_FOOTBALL,133.18,155.8,132.48,107.29,30.29,175.05,88.04,0,0,1,0,0,low
OTHER,108.76,126.78,87.32,125.53,34.87,154.47,61.44,0,1,1,1,2,high
BOXING,91.03,111.73,85.61,145.17,44.39,139.47,53.65,1,1,1,1,3,critical
TENNIS,129.63,150.47,94.62,163.4,26.41,163.41,71.29,0,1,1,1,1,moderate
BADMINTON,152.78,148.31,93.84,144.43,22.1,173.41,83.29,0,0,0,0,0,low
OTHER,99.07,119.29,81.23,134.08,28.08,162.89,68.4,1,1,1,1,2,high
OTHER,97.84,118.66,85.94,150.79,27.96,154.89,51.17,1,1,1,1,2,high
BASKETBALL,114.4,133.6,99.82,109.65,19.36,161.93,78.57,0,1,1,1,1,moderate
AMERICAN_FOOTBALL,116.83,141.08,124.73,77.06,33.27,177.71,91.19,0,0,1,0,0,low
AMERICAN_FOOTBALL,132.53,160.64,115.78,86.28,23.69,165.92,87.01,0,0,0,0,0,low
SWIMMING,82.32,117.21,35.57,185.0,34.33,146.73,51.24,1,1,1,1,3,critical
TRACK,132.02,174.4,81.69,66.12,10.59,174.28,93.55,0,0,0,0,0,low
TENNIS,138.62,155.74,105.95,171.01,29.63,160.46,61.0,0,1,0,1,1,moderate
BASKETBALL,82.69,133.14,78.68,130.31,24.47,162.07,71.76,0,1,0,1,2,high
WRESTLING,68.65,107.5,69.49,129.2,69.37,155.16,61.01,0,1,1,1,1,moderate
WRESTLING,42.92,78.01,42.32,172.31,74.83,135.71,29.98,1,1,1,1,3,critical
CYCLING,126.73,135.62,115.84,78.56,29.4,172.67,79.0,0,0,0,1,1,moderate
HOCKEY,78.01,71.9,63.15,152.03,60.16,148.07,41.45,1,1,1,1,3,critical
TRACK,131.45,161.44,96.09,68.62,6.65,177.46,88.99,0,0,0,0,0,low
OTHER,148.49,157.6,110.79,110.48,14.92,174.07,86.47,0,0,0,0,0,low
WRESTLING,66.31,74.54,63.64,136.17,74.61,137.75,55.8,1,1,1,1,2,high
BASEBALL,121.65,133.94,59.07,181.74,38.65,164.35,72.9,0,1,1,1,1,moderate
BASEBALL,89.45,97.86,41.97,185.0,48.0,137.77,58.05,1,1,1,1,3,critical
AMERICAN_FOOTBALL,84.18,105.94,53.26,141.08,57.11,152.94,37.76,1,1,1,1,3,critical
GYMNASTICS,116.08,117.46,152.61,147.52,21.34,171.53,97.87,0,0,0,0,0,low
AMERICAN_FOOTBALL,109.81,140.81,101.44,120.17,41.01,158.83,77.37,0,1,1,1,1,moderate
TENNIS,120.28,141.3,121.37,173.12,27.51,163.6,70.97,0,1,1,1,1,moderate
VOLLEYBALL,130.49,142.37,141.96,127.49,11.89,173.48,89.19,0,0,0,0,0,low
CRICKET,135.57,164.54,114.62,148.85,12.02,166.88,86.92,0,0,0,0,0,low
BADMINTON,91.22,107.71,82.25,172.22,38.32,156.48,53.31,0,1,1,1,2,high
TRACK,146.88,163.79,92.72,57.15,7.62,175.91,93.37,0,0,0,0,0,low
GYMNASTICS,69.46,77.54,113.5,179.37,58.88,146.05,56.47,0,1,1,1,2,high
CYCLING,96.37,128.93,87.11,99.87,44.86,160.0,80.46,1,1,1,1,2,high
VOLLEYBALL,116.18,135.89,110.42,162.33,26.67,164.16,82.93,0,1,0,0,1,moderate
GYMNASTICS,85.48,124.96,153.76,163.65,11.76,171.43,88.37,0,0,0,0,0,low
CRICKET,91.21,118.19,68.61,174.75,37.82,150.15,64.54,0,1,1,1,2,high
BASKETBALL,131.79,146.61,133.01,92.52,12.79,171.97,89.93,0,0,0,0,0,low
TRACK,133.1,164.77,88.91,49.91,3.26,170.37,95.46,0,0,0,0,0,low
RUGBY,99.68,117.13,73.63,116.94,49.79,155.15,74.01,0,1,1,1,2,high
BOXING,131.51,129.42,122.69,132.16,22.26,163.63,78.37,0,1,0,1,1,moderate
RUGBY,131.12,135.59,87.07,125.17,29.62,162.12,66.42,0,1,0,1,1,moderate
WRESTLING,62.91,86.96,55.53,156.84,66.91,144.01,52.62,0,1,1,1,2,high
VOLLEYBALL,119.33,133.82,92.25,157.51,28.51,160.94,73.1,0,1,0,1,1,moderate
HOCKEY,117.73,130.63,112.55,91.32,22.64,165.51,83.01,0,0,0,0,0,low
GYMNASTICS,85.17,87.24,142.14,167.36,50.17,152.25,74.6,0,1,1,1,1,moderate
VOLLEYBALL,128.24,153.52,116.9,137.04,6.32,170.0,89.42,0,0,0,0,0,low
WRESTLING,63.41,101.85,47.0,143.16,67.27,157.6,50.59,0,1,1,1,2,high
WRESTLING,89.37,113.45,105.16,124.72,70.23,163.25,55.34,0,1,1,1,1,moderate
BASEBALL,115.01,121.96,54.77,178.6,40.69,159.68,47.09,0,1,1,1,2,high
BASKETBALL,86.2,131.43,86.71,128.15,26.21,160.04,61.89,0,1,1,1,2,high
SOCCER,122.8,163.05,124.4,90.21,18.94,164.67,72.95,0,1,0,1,1,moderate
TRACK,97.17,126.23,46.92,111.94,35.22,154.69,57.44,0,1,1,1,3,critical
CRICKET,108.67,143.49,115.19,148.52,21.36,169.95,77.33,0,0,0,1,0,low
TENNIS,86.11,107.44,56.05,184.89,46.73,156.13,48.03,1,1,1,1,3,critical
SOCCER,88.67,121.32,120.95,117.31,32.62,156.26,57.0,0,1,1,1,2,high
TRACK,85.58,129.03,39.23,133.9,36.48,145.92,58.46,0,1,1,1,3,critical
BASEBALL,87.59,87.21,40.96,182.48,46.56,150.62,29.62,0,1,1,1,3,critical
AMERICAN_FOOTBALL,75.87,109.76,41.22,152.61,60.58,142.47,37.44,1,1,1,1,3,critical
GYMNASTICS,79.55,87.67,144.91,177.59,45.11,158.1,82.22,0,1,1,0,1,moderate
CYCLING,87.77,111.78,66.0,121.62,56.72,148.69,61.2,1,1,1,1,3,critical
WRESTLING,102.91,141.67,106.08,117.65,31.01,165.97,84.35,0,0,1,0,0,low
TRACK,86.12,109.41,33.46,116.04,41.01,149.3,59.5,0,1,1,1,3,critical
AMERICAN_FOOTBALL,74.12,91.04,61.36,170.82,66.95,140.41,54.6,1,1,1,1,3,critical
VOLLEYBALL,98.19,137.75,107.86,149.27,24.11,164.57,80.25,0,1,1,0,1,moderate
TENNIS,130.97,146.27,104.77,168.27,28.45,164.89,68.9,0,1,0,1,1,moderate
TRACK,88.7,109.15,32.19,123.63,38.43,152.71,57.78,1,1,1,1,3,critical
VOLLEYBALL,84.4,124.27,80.47,165.35,28.92,156.5,61.85,1,1,0,1,2,high
BADMINTON,90.06,126.65,73.69,156.82,44.32,157.73,51.46,1,1,1,1,2,high
BASKETBALL,62.98,118.25,64.09,133.91,41.77,149.93,50.87,1,1,1,1,3,critical
BASKETBALL,78.07,105.09,67.64,162.55,37.6,143.55,53.07,0,1,1,1,3,critical
SWIMMING,88.76,121.63,59.67,184.91,40.74,147.72,50.12,0,1,1,1,3,critical
WRESTLING,110.73,141.93,105.69,94.8,43.44,166.09,79.23,0,0,1,1,0,low
TRACK,141.44,175.88,91.2,59.8,9.22,171.5,95.94,0,0,0,0,0,low
BASEBALL,127.05,131.37,72.83,174.64,37.42,155.07,69.59,0,1,1,1,1,moderate
HOCKEY,122.06,146.26,131.37,72.9,25.23,166.7,91.32,0,0,0,0,0,low
WRESTLING,67.73,94.85,70.64,148.15,61.89,147.48,63.31,1,1,1,1,2,high
BASEBALL,99.96,130.38,72.57,182.7,46.63,159.56,53.98,1,1,1,1,2,high
HOCKEY,87.02,101.71,86.71,124.12,53.91,149.88,59.19,0,1,1,1,2,high
SOCCER,124.37,147.18,129.99,84.87,13.78,166.01,81.4,0,0,0,0,1,moderate
BADMINTON,140.49,147.36,121.51,140.31,16.4,170.16,84.26,0,0,0,0,0,low
BASEBALL,146.55,156.22,103.03,155.45,15.52,169.75,68.51,0,0,0,1,0,low
WRESTLING,60.45,86.39,80.45,146.29,64.77,153.92,45.61,1,1,1,1,2,high
WRESTLING,58.49,82.68,74.58,140.34,59.84,151.64,47.77,1,1,1,1,2,high
BASEBALL,85.38,109.0,37.64,185.0,55.72,153.02,40.07,1,1,1,1,3,critical
BOXING,136.59,130.94,146.54,108.71,23.19,165.14,76.28,0,0,0,1,1,moderate
TENNIS,75.22,111.1,57.75,184.46,51.73,137.73,55.31,1,1,1,1,3,critical
TRACK,107.86,147.61,70.33,75.53,13.87,172.37,81.11,0,0,0,0,1,moderate
TENNIS,129.97,141.61,102.44,164.88,24.78,164.03,65.18,0,1,1,1,1,moderate
OTHER,132.46,141.89,118.13,98.16,18.78,163.86,80.96,0,1,0,0,1,moderate
BASKETBALL,91.91,116.57,98.51,125.29,35.28,161.08,67.16,0,1,1,1,2,high
BASKETBALL,120.19,144.75,122.69,102.57,18.74,170.62,96.31,0,0,0,0,0,low
SWIMMING,106.7,105.28,46.9,178.51,37.71,150.88,47.98,1,1,1,1,3,critical
CRICKET,75.41,105.39,76.25,177.92,39.64,154.22,60.85,0,1,1,1,2,high
GYMNASTICS,72.83,69.95,111.7,185.0,62.17,144.74,56.81,0,1,1,1,2,high
HOCKEY,74.81,75.78,45.82,156.64,67.68,145.12,57.15,1,1,1,1,3,critical
CRICKET,112.89,145.52,107.5,176.06,34.41,162.54,72.34,0,1,1,1,1,moderate
AMERICAN_FOOTBALL,75.96,98.54,53.16,180.0,64.92,144.31,43.34,1,1,1,1,3,critical
RUGBY,88.42,112.92,64.54,141.48,50.69,150.97,65.77,0,1,1,1,2,high
SOCCER,83.36,111.16,96.03,137.77,41.55,142.0,46.87,1,1,1,1,3,critical
SOCCER,139.63,162.01,150.04,48.71,7.24,174.68,90.2,0,0,0,0,0,low
BOXING,87.97,97.72,98.66,147.06,40.79,141.71,46.52,1,1,1,1,3,critical
OTHER,112.62,141.45,115.73,121.13,22.88,158.8,77.8,0,1,0,1,1,moderate
GYMNASTICS,73.15,99.98,103.54,184.25,36.63,155.28,81.93,0,1,1,0,1,moderate
BASKETBALL,105.94,137.73,84.21,141.39,20.87,154.85,65.18,1,1,0,1,2,high
SOCCER,107.05,120.34,124.24,121.97,27.48,153.53,71.32,0,1,0,1,2,high
OTHER,92.88,118.63,79.65,133.77,37.06,157.85,70.61,0,1,1,1,2,high
CRICKET,89.95,113.49,82.2,174.98,36.22,156.27,64.06,1,1,1,1,2,high
BADMINTON,120.95,155.87,115.19,130.25,10.73,172.06,87.79,0,0,0,0,0,low
RUGBY,117.11,138.57,80.94,112.08,35.04,163.86,82.65,0,1,1,0,1,moderate
HOCKEY,74.57,86.86,56.02,162.11,58.84,151.3,41.79,0,1,1,1,3,critical
CRICKET,98.86,144.74,105.7,167.37,25.19,160.0,72.27,0,1,0,1,1,moderate
BASKETBALL,122.0,140.6,110.26,136.42,24.99,165.15,83.61,0,0,0,0,1,moderate
CYCLING,88.39,97.46,79.63,128.58,58.01,142.01,49.83,0,1,1,1,3,critical
SWIMMING,126.78,138.31,97.89,159.38,21.46,165.16,83.14,0,0,0,0,1,moderate
OTHER,82.92,106.97,56.23,145.62,54.89,143.79,50.37,1,1,1,1,3,critical
SOCCER,120.04,149.13,117.82,101.95,20.54,165.35,77.58,0,0,0,1,1,moderate
OTHER,138.54,154.68,136.76,90.16,10.91,171.78,88.01,0,0,0,0,0,low
CRICKET,80.31,101.18,94.68,170.43,39.13,153.88,47.64,1,1,1,1,2,high
VOLLEYBALL,90.92,139.81,112.64,144.94,17.3,165.7,84.44,0,0,0,0,1,moderate
RUGBY,140.18,132.63,70.49,108.24,38.34,161.33,74.83,0,1,1,1,1,moderate
HOCKEY,78.92,116.21,77.68,113.39,48.32,150.08,54.89,0,1,1,1,2,high
SOCCER,116.61,143.49,117.58,87.02,13.42,160.13,78.49,0,1,1,1,1,moderate
SOCCER,90.72,124.94,101.52,117.06,22.98,159.73,66.55,1,1,0,1,2,high
TRACK,112.09,132.17,49.78,92.64,24.26,160.99,64.59,0,1,0,1,2,high
BASKETBALL,136.95,161.21,110.84,90.46,14.73,171.37,96.29,0,0,0,0,0,low
SOCCER,122.8,147.95,117.62,84.19,27.29,166.54,84.65,0,0,0,0,1,moderate
VOLLEYBALL,108.85,138.88,113.26,153.51,26.51,163.15,80.32,0,1,0,0,1,moderate
OTHER,126.45,134.37,120.48,112.45,28.15,166.98,81.15,0,0,0,0,1,moderate
SOCCER,136.09,161.09,160.51,71.4,4.2,176.05,94.03,0,0,0,0,0,low
BASKETBALL,132.99,163.59,105.48,110.07,13.68,169.88,91.78,0,0,0,0,0,low
BASEBALL,89.82,94.15,42.59,183.88,57.61,145.15,51.31,1,1,1,1,3,critical
SWIMMING,113.66,120.83,73.07,174.0,23.11,155.66,71.1,0,1,0,1,2,high
BOXING,136.77,153.67,129.39,124.67,29.76,158.74,78.03,0,1,0,1,1,moderate
TRACK,104.22,134.53,57.97,101.26,28.86,158.01,75.08,1,1,0,1,2,high
TENNIS,112.39,142.27,105.28,177.07,33.57,163.49,60.2,0,1,1,1,1,moderate
CRICKET,118.15,138.8,89.3,161.13,24.3,162.33,69.14,0,1,0,1,1,moderate
SOCCER,82.71,108.46,93.28,122.82,34.28,138.29,47.41,1,1,1,1,3,critical
AMERICAN_FOOTBALL,114.87,141.64,87.19,107.51,32.97,161.64,81.72,0,1,1,0,1,moderate
RUGBY,71.25,103.06,35.81,162.67,66.33,137.51,35.12,1,1,1,1,3,critical
BASKETBALL,138.17,169.62,100.97,67.44,19.48,173.17,88.53,0,0,0,0,0,low
AMERICAN_FOOTBALL,99.49,108.18,70.67,131.92,57.33,149.04,59.19,1,1,1,1,2,high
AMERICAN_FOOTBALL,85.72,114.35,57.73,141.39,52.06,143.36,47.37,0,1,1,1,2,high
RUGBY,130.35,145.85,114.39,85.54,21.35,170.28,89.38,0,0,0,0,0,low
SOCCER,70.67,112.55,88.03,140.69,36.8,148.79,54.45,0,1,1,1,3,critical
TENNIS,109.57,119.36,94.08,179.81,35.23,155.6,64.69,1,1,1,1,2,high
OTHER,108.71,102.8,84.14,127.42,46.83,159.04,68.61,0,1,1,1,2,high
AMERICAN_FOOTBALL,114.27,117.93,98.22,111.14,36.63,170.79,77.39,0,0,1,1,1,moderate
RUGBY,126.52,142.12,121.1,105.47,11.18,169.12,81.35,0,0,0,0,0,low
BASKETBALL,73.78,107.04,53.26,146.48,43.45,148.42,57.95,1,1,1,1,3,critical
OTHER,124.67,141.32,117.8,95.99,26.89,165.26,77.58,0,0,0,1,1,moderate
HOCKEY,135.48,143.8,125.7,95.26,25.92,171.4,90.77,0,0,0,0,0,low
OTHER,141.84,146.16,125.23,92.14,14.3,170.71,94.77,0,0,0,0,0,low
AMERICAN_FOOTBALL,129.74,152.6,90.89,116.86,20.98,168.81,89.3,0,0,0,0,0,low
OTHER,94.67,109.48,104.99,150.63,39.21,161.37,54.57,0,1,1,1,2,high
SWIMMING,88.03,125.04,49.12,180.37,40.51,148.63,52.94,1,1,1,1,3,critical
BASKETBALL,114.53,145.15,101.46,115.23,18.0,164.07,80.96,0,1,1,0,1,moderate
SWIMMING,145.26,170.58,101.54,145.06,8.61,174.72,94.19,0,0,0,0,0,low
TRACK,104.86,132.8,63.15,92.51,20.89,158.27,77.14,0,1,1,1,2,high
AMERICAN_FOOTBALL,106.01,133.37,90.21,117.41,27.12,165.17,71.89,0,0,0,1,1,moderate
WRESTLING,61.11,80.99,75.65,135.04,57.32,141.58,47.27,0,1,1,1,2,high
HOCKEY,78.78,91.87,92.13,137.25,53.69,151.61,50.74,0,1,1,1,2,high
BADMINTON,120.59,154.86,118.11,154.95,16.38,165.59,86.06,0,0,0,0,0,low
SOCCER,130.52,158.3,146.44,75.67,10.28,169.96,87.88,0,0,0,0,0,low
RUGBY,114.67,137.9,98.14,117.08,43.17,163.45,70.44,0,1,1,1,1,moderate
CYCLING,118.76,116.13,86.21,100.48,45.55,155.63,72.49,0,1,1,1,2,high
VOLLEYBALL,124.55,153.21,126.75,127.89,5.77,175.79,95.31,0,0,0,0,0,low
WRESTLING,72.79,91.48,61.36,157.33,67.06,154.39,51.79,1,1,1,1,2,high
CYCLING,139.01,162.17,128.15,60.8,25.67,169.92,90.9,0,0,0,0,0,low
AMERICAN_FOOTBALL,94.61,104.82,72.24,139.8,63.76,156.03,60.95,0,1,1,1,2,high
VOLLEYBALL,85.64,113.55,80.55,163.88,28.75,151.79,57.86,0,1,0,1,2,high
CRICKET,73.12,114.33,79.47,174.06,45.94,151.03,55.83,1,1,1,1,2,high
TENNIS,137.35,162.15,150.26,152.2,20.1,166.41,76.64,0,0,0,1,0,low
BASEBALL,110.1,122.68,55.32,175.01,53.28,150.95,61.3,0,1,1,1,2,high
CYCLING,122.06,133.86,98.99,83.96,26.54,169.46,82.81,0,0,0,0,1,moderate
TRACK,94.46,120.79,36.49,113.39,33.74,156.02,59.74,1,1,1,1,3,critical
HOCKEY,114.52,117.12,105.5,120.36,34.15,162.8,64.41,0,1,1,1,1,moderate
SOCCER,127.8,143.9,138.22,90.47,20.94,165.81,77.01,0,0,0,1,1,moderate
TRACK,88.09,119.91,26.57,105.54,43.77,150.02,65.47,1,1,1,1,3,critical
OTHER,131.53,136.28,103.2,101.02,19.71,165.53,79.31,0,0,1,1,1,moderate
SWIMMING,148.26,154.38,111.66,155.23,8.92,178.02,91.78,0,0,0,0,0,low
TRACK,114.12,150.93,78.7,76.43,14.48,161.44,89.76,0,1,0,0,1,moderate
TRACK,132.36,154.92,70.96,84.48,14.76,166.3,85.12,0,0,0,0,1,moderate
SOCCER,142.89,158.87,131.99,92.04,6.57,171.94,91.22,0,0,0,0,0,low
GYMNASTICS,48.09,69.51,113.93,172.77,51.18,150.38,59.45,0,1,1,1,2,high
BADMINTON,87.23,111.87,69.1,171.67,36.74,158.3,60.45,0,1,1,1,2,high
GYMNASTICS,44.93,55.32,73.49,185.0,72.31,133.06,44.17,1,1,1,1,3,critical
CYCLING,130.82,130.26,116.22,84.27,32.25,166.5,84.54,0,0,1,0,1,moderate
BOXING,147.53,154.57,166.74,93.88,17.04,165.79,99.25,0,0,0,0,0,low
TRACK,99.15,147.79,51.42,91.24,28.38,154.06,58.43,0,1,1,1,2,high
BASEBALL,109.48,113.43,43.86,183.27,36.61,148.85,55.18,0,1,1,1,2,high
HOCKEY,77.3,93.65,58.67,142.6,49.71,141.11,45.01,1,1,1,1,3,critical
OTHER,148.18,160.04,100.25,89.99,15.96,173.62,79.11,0,0,0,1,0,low
VOLLEYBALL,99.33,134.81,118.6,145.2,21.15,162.64,77.76,0,1,1,1,1,moderate
HOCKEY,105.37,104.87,71.5,148.61,52.15,148.46,66.18,0,1,1,1,2,high
BADMINTON,128.78,159.33,130.15,163.63,15.1,175.47,88.88,0,0,0,0,0,low
HOCKEY,60.5,93.76,60.64,147.72,72.4,133.76,44.8,0,1,1,1,3,critical
BADMINTON,103.58,103.78,81.61,172.49,30.53,155.85,59.57,1,1,1,1,2,high
SWIMMING,121.35,154.59,85.24,169.48,8.99,160.78,74.62,0,1,0,1,1,moderate
TRACK,140.13,165.31,83.19,57.6,8.37,173.63,95.17,0,0,0,0,0,low
BASKETBALL,86.13,119.59,85.88,119.29,38.67,161.01,68.12,0,1,1,1,2,high
AMERICAN_FOOTBALL,117.65,132.27,92.74,122.99,36.03,160.51,80.31,0,1,1,0,1,moderate
AMERICAN_FOOTBALL,109.5,141.27,86.63,120.01,40.99,162.63,80.13,0,1,1,0,1,moderate
BADMINTON,115.01,138.94,112.2,150.48,19.42,161.75,65.13,0,1,0,1,1,moderate
RUGBY,127.74,162.99,121.14,99.05,20.58,173.1,89.7,0,0,0,0,0,low
BOXING,139.37,157.04,161.83,99.26,10.59,174.9,81.89,0,0,0,0,0,low
WRESTLING,131.02,136.2,106.23,115.64,52.9,160.87,73.66,0,1,1,1,0,low
GYMNASTICS,53.35,60.1,57.37,184.41,75.11,132.78,57.84,1,1,1,1,3,critical
BADMINTON,96.92,132.83,78.21,164.65,40.71,154.48,61.1,1,1,1,1,2,high
TENNIS,77.27,101.92,62.4,185.0,46.0,156.66,38.59,1,1,1,1,3,critical
BADMINTON,153.4,150.44,106.98,140.5,18.98,171.61,83.88,0,0,0,0,0,low
BASKETBALL,132.89,165.77,119.57,108.78,1.52,174.47,92.35,0,0,0,0,0,low
BASEBALL,130.31,148.17,97.38,171.69,34.75,164.36,74.1,0,1,1,1,1,moderate
BADMINTON,137.69,150.11,130.33,125.93,14.09,164.19,90.63,0,1,0,0,0,low
TENNIS,88.44,111.15,57.83,173.75,46.11,152.5,43.09,1,1,1,1,3,critical
VOLLEYBALL,89.29,128.8,85.64,179.57,43.86,152.74,60.47,0,1,1,1,2,high
BASKETBALL,113.16,133.55,95.41,108.24,14.33,159.94,77.0,0,1,0,1,1,moderate
OTHER,150.54,164.93,114.59,93.59,12.65,170.05,87.66,0,0,0,0,0,low
CYCLING,80.06,103.31,57.65,126.79,51.47,150.64,56.7,1,1,1,1,3,critical
CRICKET,143.06,153.21,128.74,163.96,15.76,162.34,82.29,0,1,0,0,0,low
WRESTLING,53.44,78.08,40.96,181.0,71.4,131.42,36.85,1,1,1,1,3,critical
BASEBALL,121.48,135.05,78.03,173.75,28.48,168.79,66.99,0,0,0,1,1,moderate
GYMNASTICS,45.45,60.3,75.93,185.0,69.33,146.45,50.33,0,1,1,1,3,critical
CRICKET,117.64,138.04,105.81,147.85,23.08,173.38,85.97,0,0,0,0,0,low
